URL,Phishing,Risk Score (%),Engine
https://netflix-validate-alert.test/1zmygtlizm4u,Phishing,75,ML Fusion Network (Offline + Online)
https://paypal.auth.secure.example/auth,Phishing,90,Brand Deception Rule
https://paypal.invalid/hyg84c4xowdcxjej/login,Phishing,90,Brand Deception Rule
https://paypal.invalid/js95bq6n4bi2blli/auth,Phishing,90,Brand Deception Rule
https://paypal.security-check.secure.example/security-check,Phishing,90,Brand Deception Rule
https://paypal.validate.secure.test/validate,Phishing,90,Brand Deception Rule
https://paypal.verify.secure.example/verify,Phishing,90,Brand Deception Rule
https://paypal.verify.secure.invalid/verify,Phishing,90,Brand Deception Rule
https://paypal-auth-alert.example/tz9rbgytihbr,Phishing,90,Brand Deception Rule
https://paypal-login-alert.example/2yrx6a5z1nsn,Phishing,90,Brand Deception Rule
https://paypal-reset-alert.example/vjduslfqqvlh,Phishing,90,Brand Deception Rule
https://paypal-security-check-alert.test/27v02eca81n8,Phishing,90,Brand Deception Rule
https://paypal-validate-alert.invalid/vu9v6mcbfuy0,Phishing,90,Brand Deception Rule
https://paypal-validate-alert.test/dumqn4ac49jz,Phishing,90,Brand Deception Rule
https://paypal-verify-alert.test/9w4bbq29f66j,Phishing,90,Brand Deception Rule
https://portal.example/account/auth?token=76mgvs43,Phishing,80,ML Fusion Network (Offline + Online)
https://portal.example/account/auth?token=gv7nuyuz,Phishing,81,ML Fusion Network (Offline + Online)
https://portal.example/account/auth?token=wl3d9r9z,Phishing,81,ML Fusion Network (Offline + Online)
https://portal.example/account/reset?token=cwoamq52,Phishing,80,ML Fusion Network (Offline + Online)
https://portal.example/amazon/auth?token=2xfyvun0,Phishing,90,Brand Deception Rule
https://portal.example/amazon/auth?token=ymf1blx1,Phishing,90,Brand Deception Rule
https://portal.example/apple/reset?token=18iee5zj,Phishing,90,Brand Deception Rule
https://portal.example/facebook/validate?token=xt6qhkc1,Safe,90,Brand Deception Rule
https://portal.example/facebook/verify?token=0uy2z00y,Safe,90,Brand Deception Rule
https://portal.example/google/confirm?token=dy4dgv47,Safe,90,Brand Deception Rule
https://portal.example/google/update?token=3v77z9nf,Safe,90,Brand Deception Rule
https://portal.example/microsoft/validate?token=cu1vrhah,Safe,90,Brand Deception Rule
https://portal.example/paypal/confirm?token=94e5uesr,Safe,90,Brand Deception Rule
https://portal.example/paypal/reset?token=ro8mvgym,Safe,90,Brand Deception Rule
https://portal.example/secure/confirm?token=mjmfy18y,Safe,81,ML Fusion Network (Offline + Online)
https://portal.invalid/account/auth?token=gdba2vwx,Safe,78,ML Fusion Network (Offline + Online)
https://portal.invalid/account/update?token=bfr9reqs,Safe,77,ML Fusion Network (Offline + Online)
https://portal.invalid/account/validate?token=6e0te4dr,Safe,75,ML Fusion Network (Offline + Online)
https://portal.invalid/amazon/auth?token=936n6e9a,Safe,90,Brand Deception Rule
https://portal.invalid/amazon/validate?token=6qkfutau,Safe,90,Brand Deception Rule
https://portal.invalid/bank/login?token=as34t0kv,Safe,75,ML Fusion Network (Offline + Online)
https://portal.invalid/facebook/validate?token=m1y4sj66,Safe,90,Brand Deception Rule
https://portal.invalid/microsoft/security-check?token=166afzl2,Safe,90,Brand Deception Rule
https://portal.invalid/paypal/confirm?token=lsxxmokq,Safe,90,Brand Deception Rule
https://portal.invalid/paypal/validate?token=5ulzwjf5,Safe,90,Brand Deception Rule
https://portal.invalid/secure/security-check?token=1anrwt1q,Safe,75,ML Fusion Network (Offline + Online)
https://portal.test/account/update?token=lu2gmoxp,Safe,83,ML Fusion Network (Offline + Online)
https://portal.test/apple/auth?token=2xw9cpys,Safe,90,Brand Deception Rule
https://portal.test/apple/confirm?token=ac2ukp9n,Safe,90,Brand Deception Rule
https://portal.test/bank/validate?token=1frrgpok,Safe,83,ML Fusion Network (Offline + Online)
https://portal.test/google/update?token=ihwn5abs,Safe,90,Brand Deception Rule
https://portal.test/microsoft/reset?token=toz80nm6,Safe,90,Brand Deception Rule
https://portal.test/microsoft/verify?token=75qobfhj,Safe,90,Brand Deception Rule
https://portal.test/secure/login?token=11ai641l,Safe,82,ML Fusion Network (Offline + Online)
https://secure.confirm.secure.example/confirm,Safe,75,ML Fusion Network (Offline + Online)
https://secure.example/1owib72mi3nw7wqp/reset,Safe,75,ML Fusion Network (Offline + Online)
https://secure.login.secure.example/login,Safe,75,ML Fusion Network (Offline + Online)
https://secure.security-check.secure.example/security-check,Safe,75,ML Fusion Network (Offline + Online)
https://secure.test/1m30ci0m140ygrdy/update,Safe,78,ML Fusion Network (Offline + Online)
https://secure.test/3l5le3ps5iomx854/login,Safe,89,ML Fusion Network (Offline + Online)
https://secure.test/lcr11k03s5po99y0/auth,Safe,77,ML Fusion Network (Offline + Online)
https://secure.validate.secure.invalid/validate,Safe,75,ML Fusion Network (Offline + Online)
https://secure.verify.secure.invalid/verify,Safe,75,ML Fusion Network (Offline + Online)
https://secure-auth.test/apple/account,Safe,90,Brand Deception Rule
https://secure-auth.test/facebook/account,Safe,90,Brand Deception Rule
https://secure-confirm.invalid/amazon/account,Safe,90,Brand Deception Rule
https://secure-confirm.invalid/secure/account,Safe,75,ML Fusion Network (Offline + Online)
https://secure-confirm.test/facebook/account,Safe,90,Brand Deception Rule
https://secure-confirm-alert.invalid/v1lc3t8uqpul,Safe,75,ML Fusion Network (Offline + Online)
https://secure-login.example/facebook/account,Safe,90,Brand Deception Rule
https://secure-login.example/netflix/account,Safe,91,ML Fusion Network (Offline + Online)
https://secure-login.invalid/facebook/account,Safe,90,Brand Deception Rule
https://secure-login.invalid/microsoft/account,Safe,90,Brand Deception Rule
https://secure-login.invalid/paypal/account,Safe,90,Brand Deception Rule
https://secure-login.test/secure/account,Safe,85,ML Fusion Network (Offline + Online)
https://secure-reset.example/amazon/account,Safe,90,Brand Deception Rule
https://secure-reset.test/paypal/account,Safe,90,Brand Deception Rule
https://secure-security-check.invalid/account/account,Safe,75,ML Fusion Network (Offline + Online)
https://secure-security-check.test/apple/account,Safe,90,Brand Deception Rule
https://secure-security-check.test/google/account,Safe,90,Brand Deception Rule
https://secure-security-check-alert.invalid/404xdk3tcaua,Safe,75,ML Fusion Network (Offline + Online)
https://secure-update.example/secure/account,Safe,78,ML Fusion Network (Offline + Online)
https://secure-update.invalid/secure/account,Safe,75,ML Fusion Network (Offline + Online)
https://secure-update.test/bank/account,Safe,84,ML Fusion Network (Offline + Online)
https://secure-update-alert.example/wuyk3savqfjq,Safe,82,ML Fusion Network (Offline + Online)
https://secure-validate.example/microsoft/account,Safe,90,Brand Deception Rule
https://secure-validate.example/netflix/account,Safe,84,ML Fusion Network (Offline + Online)
https://secure-validate.example/netflix/account,Safe,84,ML Fusion Network (Offline + Online)
https://secure-verify.example/facebook/account,Safe,90,Brand Deception Rule
https://secure-verify.example/google/account,Safe,90,Brand Deception Rule
https://secure-verify.invalid/netflix/account,Safe,81,ML Fusion Network (Offline + Online)
https://secure-verify.invalid/secure/account,Safe,76,ML Fusion Network (Offline + Online)
https://secure-verify.test/apple/account,Status,90,Brand Deception Rule
